"","x"
"219","db=184ti=108298cl=2"
"220","my_ENSGALG00000015402.macse_DNA_gb"
"221","db=184ti=214929cl=1"
"222","db=184ti=4437cl=3"
"223","db=184ti=71598cl=0"
"224","db=184ti=111560cl=0"
"225","db=184ti=34907cl=16"
"226","db=184ti=32346cl=102"
"227","db=184ti=85578cl=0"
"228","db=184ti=318529cl=17"
"229","db=184ti=535382cl=65"
"230","db=184ti=147539cl=1"
"231","db=184ti=95472cl=3"
"232","db=184ti=211194cl=2"
"233","db=184ti=5935cl=5"
"234","db=184ti=70899cl=0"
"235","db=184ti=66056cl=20"
"236","db=184ti=41074cl=1"
"237","db=184ti=403667cl=46"
"238","db=184ti=16360cl=25"
"239","db=184ti=8511cl=11"
"240","morf_453492_11codonalign.trim_interval.ctx"
"241","db=184ti=129913cl=1"
"242","db=184ti=911352cl=6"
"243","db=184ti=134362cl=229"
"244","db=184ti=232194cl=29"
"245","db=184ti=42481cl=4"
"246","db=184ti=66535cl=4"
"247","db=184ti=75543cl=51"
"248","morf_451286_11codonalign.trim_interval.ctx"
"249","db=184ti=186771cl=151"
"250","morf_452788_11codonalign.trim_interval.ctx"
"251","db=184ti=7366cl=95"
"252","db=184ti=31024cl=12"
"253","db=184ti=3744cl=36"
"254","db=184ti=466865cl=3"
"255","db=184ti=8223cl=9"
"256","db=184ti=461989cl=5"
"257","refGene.NM_014879.1.inc"
"258","db=184ti=62731cl=0"
"259","db=184ti=216366cl=220"
"260","db=184ti=61985cl=514"
"261","db=184ti=400717cl=2"
"262","db=184ti=42242cl=10"
"263","db=184ti=400717cl=1"
"264","refGene.NM_004310.1"
"265","db=184ti=45844cl=1"
"266","db=184ti=28556cl=37"
"267","db=184ti=42167cl=1"
"268","db=184ti=158359cl=9"
"269","db=184ti=75210cl=4"
"270","db=184ti=71533cl=8"
"271","db=184ti=4070cl=124"
"272","db=184ti=2877cl=21"
"273","refGene.NM_198391.1"
"274","db=184ti=45234cl=2"
"275","db=184ti=6040cl=1"
"276","db=184ti=70895cl=23"
"277","db=184ti=41831cl=3"
"278","morf_451215_11codonalign.trim_interval.ctx"
"279","db=184ti=28683cl=2"
"280","db=184ti=134903cl=39"
"281","db=184ti=5139cl=20"
"282","db=184ti=113509cl=9"
"283","db=184ti=9498cl=110"
"284","db=184ti=41872cl=3"
"285","db=184ti=10206cl=6"
"286","db=184ti=87869cl=4"
"287","db=184ti=216366cl=155"
"288","db=184ti=27577cl=4"
"289","db=184ti=116702cl=6"
"290","db=184ti=48438cl=5"
"291","db=184ti=42530cl=17"
"292","db=184ti=40248cl=3"
"293","db=184ti=186770cl=20"
"294","db=184ti=216304cl=1"
"295","db=184ti=216276cl=34"
"296","db=184ti=158394cl=104"
"297","db=184ti=41845cl=20"
"298","db=184ti=3052cl=5"
"299","db=184ti=589345cl=0"
"300","db=184ti=81953cl=3"
"301","db=184ti=7080cl=0"
"302","db=184ti=27567cl=68"
"303","db=184ti=33847cl=11"
"304","db=184ti=8572cl=45"
"305","db=184ti=9527cl=193"
"306","16054"
"307","db=184ti=105387cl=56"
"308","db=184ti=58763cl=4"
"309","db=184ti=304574cl=1"
"310","db=184ti=3219cl=121"
"311","db=184ti=92557cl=9"
"312","db=184ti=4055cl=689"
"313","db=184ti=43749cl=32"
"314","db=184ti=216706cl=14"
"315","db=184ti=3503cl=8"
"316","knownGene.uc010ezy.1.1"
"317","db=184ti=344714cl=3"
"318","db=184ti=147428cl=56"
"319","db=184ti=158420cl=5"
"320","db=184ti=7366cl=76"
"321","db=184ti=9376cl=4"
"322","db=184ti=7524cl=874"
"323","db=184ti=13492cl=2"
"324","db=184ti=52173cl=1"
"325","db=184ti=70910cl=12"
"326","db=184ti=4762cl=133"
"327","db=184ti=376913cl=175"
"328","db=184ti=69679cl=65"
"329","db=184ti=30828cl=3"
"330","db=184ti=6324cl=8"
"331","db=184ti=34448cl=0"
"332","db=184ti=374050cl=28"
"333","morf_453001_11codonalign.trim_interval.ctx"
"334","db=184ti=63295cl=1"
"335","db=184ti=7600cl=40"
"336","db=184ti=129371cl=2"
"337","db=184ti=685122cl=7"
"338","db=184ti=32281cl=0"
"339","db=184ti=40411cl=0"
"340","db=184ti=160964cl=18"
"341","db=184ti=51590cl=3"
"342","db=184ti=7952cl=15"
"343","db=184ti=142700cl=1"
"344","db=184ti=37850cl=15"
"345","db=184ti=38236cl=0"
"346","db=184ti=21910cl=4"
"347","db=184ti=4050cl=16"
"348","morf_453381_11codonalign.trim_interval.ctx"
"349","db=184ti=121175cl=5"
"350","db=184ti=3867cl=0"
"351","db=184ti=34395cl=9"
"352","db=184ti=2811cl=1"
"353","db=184ti=400690cl=3"
"354","db=184ti=100750cl=26"
"355","db=184ti=38605cl=3"
"356","db=184ti=114658cl=44"
"357","refGene.NM_014181.1.inc"
"358","db=184ti=229259cl=0"
"359","db=184ti=13000cl=0"
"360","morf_453772_11codonalign.trim_interval.ctx"
"361","db=184ti=80887cl=22"
"362","db=184ti=55805cl=0"
"363","db=184ti=33840cl=2"
"364","db=184ti=316340cl=3"
"365","db=184ti=58557cl=3"
"366","ensGene.ENST00000396233.1.inc"
"367","db=184ti=314069cl=3"
"368","my_ENSGALG00000008632.macse_DNA_gb"
"369","db=184ti=911341cl=1"
"370","db=184ti=180245cl=28"
"371","db=184ti=3615cl=47"
"372","db=184ti=82104cl=5"
"373","db=184ti=6101cl=40"
"374","db=184ti=71245cl=0"
"375","db=184ti=77702cl=6"
"376","db=184ti=71419cl=10"
"377","db=184ti=16360cl=46"
"378","morf_450120_11codonalign.trim_interval.ctx"
"379","db=184ti=33847cl=7"
"380","morf_454010_11codonalign.trim_interval.ctx"
"381","db=184ti=5010cl=12"
"382","db=184ti=6738cl=43"
"383","db=184ti=703251cl=90"
"384","db=184ti=226742cl=14"
"385","db=184ti=116571cl=13"
"386","morf_449798_11codonalign.trim_interval.ctx"
"387","db=184ti=3814cl=1791"
"388","7574"
"389","db=184ti=71533cl=23"
"390","morf_450711_11codonalign.trim_interval.ctx"
"391","db=184ti=3275cl=9"
"392","db=184ti=8689cl=107"
"393","db=184ti=9300cl=1"
"394","db=184ti=9108cl=0"
"395","db=184ti=37581cl=13"
"396","db=184ti=169697cl=13"
"397","db=184ti=3650cl=8"
"398","db=184ti=8445cl=0"
"399","db=184ti=715340cl=110"
"400","db=184ti=173697cl=1"
"401","db=184ti=119088cl=166"
"402","db=184ti=9655cl=58"
"403","db=184ti=186285cl=208"
"404","my_ENSGALG00000003924.macse_DNA_gb"
"405","db=184ti=79378cl=0"
"406","refGene.NM_173475.1.inc"
"407","db=184ti=158331cl=1"
"408","db=184ti=232804cl=2"
"409","db=184ti=46005cl=2"
"410","db=184ti=163742cl=10"
"411","db=184ti=303181cl=11"
"412","refGene.NM_052913.1"
"413","db=184ti=79807cl=1"
"414","db=184ti=33345cl=424"
"415","knownGene.uc001zyp.3.1"
"416","knownGene.uc001hff.1.1.inc"
"417","db=184ti=235881cl=14"
"418","morf_448764_11codonalign.trim_interval.ctx"
"419","db=184ti=253707cl=5"
"420","db=184ti=8383cl=24"
"421","db=184ti=9307cl=13"
"422","db=184ti=123760cl=4"
"423","db=184ti=216712cl=1"
"424","db=184ti=189478cl=7"
"425","db=184ti=40593cl=3"
"426","db=184ti=7401cl=286"
"427","db=184ti=5073cl=9"
"428","morf_451711_11codonalign.trim_interval.ctx"
"429","db=184ti=43916cl=29"
"430","db=184ti=8113cl=191"
"431","db=184ti=27549cl=8"
"432","db=184ti=7157cl=9"
"433","knownGene.uc011eca.1.1.inc"
"434","ensGene.ENST00000399547.1.inc"
"435","db=184ti=147367cl=33"
"436","db=184ti=503141cl=3"
"437","db=184ti=123732cl=10"
"438","db=184ti=3524cl=28"
"439","db=184ti=196567cl=0"
"440","db=184ti=3243cl=22"
"441","morf_450327_11codonalign.trim_interval.ctx"
"442","db=184ti=95599cl=0"
"443","db=184ti=6692cl=919"
"444","db=184ti=344715cl=1"
"445","db=184ti=55731cl=0"
"446","db=184ti=293506cl=7"
"447","db=184ti=5139cl=17"
"448","db=184ti=35445cl=1"
"449","db=184ti=5607cl=5"
"450","db=184ti=8193cl=9"
"451","db=184ti=232347cl=121"
"452","db=184ti=19955cl=2"
"453","db=184ti=8518cl=80"
"454","db=184ti=3524cl=695"
"455","db=184ti=169726cl=9"
"456","db=184ti=78238cl=2"
"457","db=184ti=3380cl=17"
"458","db=184ti=41142cl=4"
"459","db=184ti=6042cl=65"
"460","db=184ti=186782cl=28"
"461","db=184ti=68510cl=11"
"462","db=184ti=164862cl=22"
"463","db=184ti=84661cl=0"
"464","db=184ti=6615cl=9"
"465","morf_453119_11codonalign.trim_interval.ctx"
"466","ensGene.ENST00000437205.1.inc"
"467","db=184ti=42316cl=4"
"468","my_ENSGALG00000005516.macse_DNA_gb"
"469","db=184ti=134569cl=2"
"470","db=184ti=376913cl=500"
"471","db=184ti=66923cl=1"
"472","morf_453982_11codonalign.trim_interval.ctx"
"473","db=184ti=43902cl=4"
"474","db=184ti=32123cl=5"
"475","db=184ti=29979cl=3"
"476","db=184ti=3265cl=3"
"477","db=184ti=62155cl=1"
"478","db=184ti=7599cl=23"
"479","db=184ti=164858cl=7"
"480","db=184ti=319057cl=4"
"481","db=184ti=424569cl=7"
"482","knownGene.uc010muc.1.1.inc"
"483","db=184ti=10205cl=6"
"484","db=184ti=7001cl=13"
"485","db=184ti=640079cl=2"
"486","db=184ti=50460cl=1"
"487","db=184ti=63715cl=1"
"488","db=184ti=58149cl=3"
"489","db=184ti=55071cl=0"
"490","db=184ti=8107cl=58"
"491","db=184ti=32506cl=4"
"492","db=184ti=6489cl=173"
"493","db=184ti=92572cl=8"
"494","morf_448721_11codonalign.trim_interval.ctx"
"495","db=184ti=9480cl=110"
"496","refGene.NM_014936.1"
"497","db=184ti=116172cl=4"
"498","db=184ti=57287cl=4"
"499","db=184ti=632256cl=0"
"500","db=184ti=435433cl=4"
"501","db=184ti=9479cl=96"
"502","db=184ti=72977cl=8"
"503","db=184ti=9722cl=1"
"504","db=184ti=535382cl=93"
"505","db=184ti=297738cl=0"
"506","db=184ti=82592cl=1"
"507","db=184ti=3967cl=2"
"508","db=184ti=30870cl=11"
"509","db=184ti=5790cl=0"
"510","morf_450493_11codonalign.trim_interval.ctx"
"511","db=184ti=42291cl=0"
"512","db=184ti=8417cl=6"
"513","db=184ti=356303cl=29"
"514","db=184ti=318546cl=256"
"515","db=184ti=8578cl=11"
"516","morf_450360_11codonalign.trim_interval.ctx"
"517","db=184ti=43749cl=2"
"518","db=184ti=293506cl=8"
"519","db=184ti=3208cl=79"
"520","morf_451423_11codonalign.trim_interval.ctx"
"521","db=184ti=3195cl=12"
"522","db=184ti=6073cl=598"
"523","db=184ti=59403cl=1"
"524","db=184ti=47718cl=3"
"525","knownGene.uc010ncl.1.1.inc"
"526","db=184ti=167487cl=12"
"527","db=184ti=312687cl=2"
"528","db=184ti=75141cl=0"
"529","db=184ti=104731cl=1"
"530","db=184ti=147389cl=43"
"531","db=184ti=693760cl=9"
"532","db=184ti=5198cl=2"
"533","morf_448900_11codonalign.trim_interval.ctx"
"534","morf_449553_11codonalign.trim_interval.ctx"
"535","morf_452542_11codonalign.trim_interval.ctx"
"536","db=184ti=9362cl=100"
"537","db=184ti=173680cl=44"
"538","db=184ti=6527cl=206"
"539","morf_450916_11codonalign.trim_interval.ctx"
"540","knownGene.uc011cbt.1.1.inc"
"541","db=184ti=186771cl=83"
"542","db=184ti=212320cl=0"
"543","db=184ti=58416cl=2"
"544","db=184ti=129949cl=5"
"545","db=184ti=216305cl=441"
"546","my_ENSGALG00000012196.macse_DNA_gb"
"547","db=184ti=215449cl=50"
"548","db=184ti=16736cl=21"
"549","db=184ti=53009cl=3"
"550","db=184ti=34380cl=440"
"551","morf_452264_11codonalign.trim_interval.ctx"
"552","db=184ti=91800cl=1"
"553","db=184ti=127399cl=32"
"554","db=184ti=29051cl=4"
"555","db=184ti=83319cl=9"
"556","db=184ti=6094cl=7"
"557","db=184ti=192734cl=25"
"558","db=184ti=9527cl=76"
"559","db=184ti=35582cl=2"
"560","vegaGene.OTTHUMT00000371301.1.inc"
"561","db=184ti=40105cl=0"
"562","db=184ti=30102cl=0"
"563","db=184ti=75543cl=13"
"564","db=184ti=5052cl=5"
"565","db=184ti=70894cl=16"
"566","db=184ti=2944cl=17"
"567","db=184ti=88467cl=1"
"568","db=184ti=216307cl=436"
"569","db=184ti=41071cl=20"
"570","db=184ti=34999cl=10"
"571","db=184ti=376911cl=162"
"572","db=184ti=3146cl=0"
"573","db=184ti=31028cl=12"
"574","db=184ti=27707cl=4"
"575","db=184ti=9443cl=731"
"576","db=184ti=116139cl=23"
"577","db=184ti=118021cl=1"
"578","db=184ti=30954cl=16"
"579","db=184ti=3744cl=1551"
"580","db=184ti=4305cl=1"
"581","db=184ti=31501cl=8"
"582","db=184ti=41712cl=30"
"583","db=184ti=33217cl=1293"
"584","morf_450621_11codonalign.trim_interval.ctx"
"585","morf_448890_11codonalign.trim_interval.ctx"
"586","db=184ti=232245cl=1"
"587","db=184ti=3195cl=20"
"588","refGene.NM_001008489.1.inc"
"589","db=184ti=7479cl=3"
"590","db=184ti=267152cl=6"
"591","db=184ti=43470cl=1"
"592","db=184ti=51763cl=9"
"593","db=184ti=6073cl=1570"
"594","morf_448954_11codonalign.trim_interval.ctx"
"595","db=184ti=131209cl=11"
"596","db=184ti=44536cl=58"
"597","db=184ti=156509cl=8"
"598","db=184ti=115369cl=9"
"599","ensGene.ENST00000496772.1.inc"
"600","db=184ti=241789cl=1"
"601","db=184ti=6073cl=1028"
"602","db=184ti=792580cl=0"
"603","db=184ti=6225cl=2"
"604","db=184ti=551288cl=10"
"605","db=184ti=3646cl=43"
"606","db=184ti=252166cl=2"
"607","db=184ti=946565cl=2"
"608","db=184ti=405587cl=3"
"609","morf_451462_11codonalign.trim_interval.ctx"
"610","db=184ti=58897cl=1"
"611","knownGene.uc001tsg.2.1.inc"
"612","db=184ti=265084cl=4"
"613","db=184ti=437904cl=2"
"614","db=184ti=74352cl=3"
"615","db=184ti=111198cl=5"
"616","db=184ti=147369cl=50"
"617","db=184ti=5600cl=2"
"618","db=184ti=3204cl=11"
"619","db=184ti=35038cl=10"
"620","db=184ti=501637cl=0"
"621","db=184ti=177765cl=4"
"622","db=184ti=6479cl=10"
"623","db=184ti=2886cl=6"
"624","db=184ti=35127cl=0"
"625","db=184ti=71533cl=1"
"626","db=184ti=56942cl=16"
"627","db=184ti=317190cl=10"
"628","db=184ti=69679cl=1"
"629","db=184ti=84654cl=0"
"630","db=184ti=173456cl=2"
"631","db=184ti=376913cl=110"
"632","db=184ti=33853cl=3"
"633","db=184ti=30352cl=7"
"634","db=184ti=54970cl=283"
"635","db=184ti=9224cl=31"
"636","db=184ti=232804cl=5"
"637","db=184ti=6157cl=878"
"638","db=184ti=200710cl=0"
"639","db=184ti=8397cl=17"
"640","db=184ti=219382cl=1"
"641","db=184ti=189315cl=34"
"642","db=184ti=6964cl=10"
"643","db=184ti=116569cl=19"
"644","db=184ti=509251cl=0"
"645","morf_448670_11codonalign.trim_interval.ctx"
"646","db=184ti=31245cl=25"
"647","knownGene.uc001gjp.1.1.inc"
"648","6095"
"649","db=184ti=5254cl=1"
"650","db=184ti=452342cl=8"
"651","db=184ti=82882cl=1"
"652","db=184ti=117895cl=2"
"653","db=184ti=102815cl=1"
"654","knownGene.uc011cyk.1.1.inc"
"655","db=184ti=7214cl=148"
"656","db=184ti=41955cl=16"
"657","db=184ti=3208cl=6"
"658","db=184ti=4011cl=8"
"659","db=184ti=8087cl=132"
"660","db=184ti=30863cl=7"
"661","db=184ti=751762cl=120"
"662","db=184ti=30761cl=16"
"663","db=184ti=29178cl=0"
"664","morf_449727_11codonalign.trim_interval.ctx"
"665","db=184ti=6563cl=2"
"666","knownGene.uc003ggx.1.1.inc"
"667","db=184ti=269181cl=11"
"668","db=184ti=5139cl=16"
"669","db=184ti=6193cl=27"
"670","db=184ti=78180cl=13"
"671","db=184ti=13809cl=4"
"672","db=184ti=6647cl=26"
"673","db=184ti=6725cl=13"
"674","knownGene.uc010ztv.1.1.inc"
"675","db=184ti=23129cl=9"
"676","db=184ti=92616cl=5"
"677","db=184ti=115312cl=0"
"678","db=184ti=147539cl=0"
"679","db=184ti=79706cl=1"
"680","db=184ti=146291cl=2"
"681","db=184ti=10088cl=2"
"682","db=184ti=77521cl=1"
"683","knownGene.uc010lzq.2.1"
"684","db=184ti=114657cl=34"
"685","db=184ti=116677cl=0"
"686","db=184ti=3680cl=0"
"687","db=184ti=3312cl=114"
"688","db=184ti=186782cl=17"
"689","db=184ti=78793cl=0"
"690","db=184ti=104443cl=0"
"691","db=184ti=6712cl=33"
"692","db=184ti=665334cl=1"
"693","Crocs_ND5_gammadir"
"694","db=184ti=58536cl=11"
"695","db=184ti=196997cl=1"
"696","db=184ti=40139cl=11"
"697","db=184ti=40138cl=13"
"698","db=184ti=314293cl=102"
"699","db=184ti=3248cl=5"
"700","db=184ti=41711cl=2"
"701","db=184ti=385256cl=28"
"702","db=184ti=186992cl=5"
"703","db=184ti=37797cl=63"
"704","db=184ti=7114cl=16"
"705","morf_451395_11codonalign.trim_interval.ctx"
"706","db=184ti=169447cl=2"
"707","db=184ti=235595cl=3"
"708","db=184ti=3041cl=7"
"709","db=184ti=30352cl=18"
"710","db=184ti=186628cl=10"
"711","db=184ti=5139cl=18"
"712","db=184ti=318560cl=1"
"713","db=184ti=3646cl=913"
"714","db=184ti=535382cl=24"
"715","db=184ti=364270cl=28"
"716","db=184ti=28758cl=4"
"717","db=184ti=3804cl=1"
"718","db=184ti=7586cl=502"
"719","db=184ti=318546cl=42"
"720","db=184ti=402688cl=4"
"721","db=184ti=216260cl=67"
"722","db=184ti=7145cl=3"
"723","db=184ti=5178cl=8"
"724","db=184ti=156337cl=6"
"725","db=184ti=43871cl=63"
"726","db=184ti=43752cl=20"
"727","db=184ti=6994cl=394"
"728","db=184ti=56375cl=0"
"729","db=184ti=5073cl=6"
"730","db=184ti=3699cl=1805"
"731","db=184ti=497223cl=13"
"732","db=184ti=33380cl=308"
"733","db=184ti=65225cl=8"
"734","db=184ti=158332cl=3"
"735","db=184ti=404260cl=3"
"736","db=184ti=451866cl=0"
"737","db=184ti=243882cl=3"
"738","ensGene.ENST00000358179.1.inc"
"739","db=184ti=83232cl=10"
"740","db=184ti=72037cl=13"
"741","db=184ti=145561cl=3"
"742","db=184ti=94231cl=94"
"743","db=184ti=589342cl=9"
"744","db=184ti=7683cl=0"
"745","db=184ti=33349cl=423"
"746","db=184ti=91229cl=4"
"747","db=184ti=8570cl=908"
"748","db=184ti=142796cl=67"
"749","db=184ti=535382cl=53"
"750","db=184ti=43845cl=155"
"751","db=184ti=7191cl=2"
"752","db=184ti=232378cl=4"
"753","db=184ti=42219cl=3"
"754","db=184ti=3166cl=186"
"755","db=184ti=8518cl=6"
"756","db=184ti=105767cl=1"
"757","db=184ti=116167cl=35"
"758","db=184ti=295125cl=3"
"759","db=184ti=8511cl=134"
"760","morf_450563_11codonalign.trim_interval.ctx"
"761","db=184ti=8511cl=5"
"762","db=184ti=13828cl=0"
"763","db=184ti=186771cl=35"
"764","db=184ti=58019cl=1099"
"765","db=184ti=465377cl=1"
"766","db=184ti=102818cl=1"
"767","db=184ti=186285cl=19"
"768","db=184ti=3568cl=39"
"769","db=184ti=95194cl=22"
"770","db=184ti=4346cl=11"
"771","db=184ti=41768cl=121"
"772","db=184ti=6694cl=27"
"773","morf_454185_11codonalign.trim_interval.ctx"
"774","db=184ti=33217cl=2239"
"775","morf_454245_11codonalign.trim_interval.ctx"
"776","db=184ti=977775cl=290"
"777","db=184ti=43469cl=10"
"778","db=184ti=31441cl=0"
"779","morf_451913_11codonalign.trim_interval.ctx"
"780","db=184ti=84337cl=3"
"781","db=184ti=50932cl=16"
"782","db=184ti=6692cl=12"
"783","db=184ti=108397cl=0"
"784","db=184ti=189317cl=3"
"785","db=184ti=41097cl=2"
"786","db=184ti=48284cl=13"
"787","db=184ti=3814cl=923"
